question_id,section_key,section_name,prompt,reverse_scored,question_weight_default,scoring_family,notes,option_key,option_text,signal_code,signal_weight
54,culture_preference,Culture Preference,Accountability works best when it is:,False,1.0,culture,,B,energising and future-focused,Culture_Adhocracy,1.0
54,culture_preference,Culture Preference,Accountability works best when it is:,False,1.0,culture,,C,fair and relationship-aware,Culture_Clan,1.0
54,culture_preference,Culture Preference,Accountability works best when it is:,False,1.0,culture,,D,measured and well defined,Culture_Hierarchy,1.0
55,culture_preference,Culture Preference,I find it hardest to work in cultures that are:,False,1.0,culture,,A,slow to act,Culture_Market,1.0
55,culture_preference,Culture Preference,I find it hardest to work in cultures that are:,False,1.0,culture,,B,too resistant to change,Culture_Adhocracy,1.0
55,culture_preference,Culture Preference,I find it hardest to work in cultures that are:,False,1.0,culture,,C,unnecessarily harsh,Culture_Clan,1.0
55,culture_preference,Culture Preference,I find it hardest to work in cultures that are:,False,1.0,culture,,D,chaotic and unclear,Culture_Hierarchy,1.0
56,work_contribution,Work Contribution Preference,I most naturally add value by:,False,1.0,contribution,,A,driving progress toward objectives,Contribution_Drive,1.0
56,work_contribution,Work Contribution Preference,I most naturally add value by:,False,1.0,contribution,,B,bringing people and ideas together,Contribution_Connect,1.0
56,work_contribution,Work Contribution Preference,I most naturally add value by:,False,1.0,contribution,,C,supporting stability and follow-through,Contribution_Stabilise,1.0
56,work_contribution,Work Contribution Preference,I most naturally add value by:,False,1.0,contribution,,D,improving methods and insight,Contribution_Analyse,1.0
57,work_contribution,Work Contribution Preference,My strongest contribution is usually:,False,1.0,contribution,,A,creating momentum,Contribution_Drive,1.0
57,work_contribution,Work Contribution Preference,My strongest contribution is usually:,False,1.0,contribution,,B,energising people,Contribution_Connect,1.0
57,work_contribution,Work Contribution Preference,My strongest contribution is usually:,False,1.0,contribution,,C,maintaining reliability,Contribution_Stabilise,1.0
57,work_contribution,Work Contribution Preference,My strongest contribution is usually:,False,1.0,contribution,,D,improving systems or understanding,Contribution_Analyse,1.0
58,work_contribution,Work Contribution Preference,I usually thrive most in work where:,False,1.0,contribution,,A,pace and targets matter,Contribution_Drive,1.0
58,work_contribution,Work Contribution Preference,I usually thrive most in work where:,False,1.0,contribution,,B,relationships and influence matter,Contribution_Connect,1.0
58,work_contribution,Work Contribution Preference,I usually thrive most in work where:,False,1.0,contribution,,C,stability and cooperation matter,Contribution_Stabilise,1.0
58,work_contribution,Work Contribution Preference,I usually thrive most in work where:,False,1.0,contribution,,D,systems and quality matter,Contribution_Analyse,1.0
59,work_contribution,Work Contribution Preference,The value I most often bring to an organisation is:,False,1.0,contribution,,A,momentum,Contribution_Drive,1.0
59,work_contribution,Work Contribution Preference,The value I most often bring to an organisation is:,False,1.0,contribution,,B,engagement,Contribution_Connect,1.0
59,work_contribution,Work Contribution Preference,The value I most often bring to an organisation is:,False,1.0,contribution,,C,dependability,Contribution_Stabilise,1.0
59,work_contribution,Work Contribution Preference,The value I most often bring to an organisation is:,False,1.0,contribution,,D,precision,Contribution_Analyse,1.0
60,behavioural_integrity,Behavioural Integrity & Consistency,"When progress stalls on an important initiative, I typically:",False,0.5,integrity,validation,A,push harder and accelerate decisions,Integrity_Driver,0.5
60,behavioural_integrity,Behavioural Integrity & Consistency,"When progress stalls on an important initiative, I typically:",False,0.5,integrity,validation,B,rally people and re-energise the group,Integrity_Influencer,0.5
60,behavioural_integrity,Behavioural Integrity & Consistency,"When progress stalls on an important initiative, I typically:",False,0.5,integrity,validation,C,maintain stability and reduce disruption,Integrity_Stabiliser,0.5
60,behavioural_integrity,Behavioural Integrity & Consistency,"When progress stalls on an important initiative, I typically:",False,0.5,integrity,validation,D,re-evaluate the system or assumptions,Integrity_Analyst,0.5
61,behavioural_integrity,Behavioural Integrity & Consistency,"If a colleague challenges my idea strongly, I usually:",True,0.5,integrity,reverse-scored behavioural impulse,A,defend my position immediately,Integrity_Driver,0.5
61,behavioural_integrity,Behavioural Integrity & Consistency,"If a colleague challenges my idea strongly, I usually:",True,0.5,integrity,reverse-scored behavioural impulse,B,reframe the discussion and try to win support,Integrity_Influencer,0.5
61,behavioural_integrity,Behavioural Integrity & Consistency,"If a colleague challenges my idea strongly, I usually:",True,0.5,integrity,reverse-scored behavioural impulse,C,de-escalate and keep harmony,Integrity_Stabiliser,0.5
61,behavioural_integrity,Behavioural Integrity & Consistency,"If a colleague challenges my idea strongly, I usually:",True,0.5,integrity,reverse-scored behavioural impulse,D,examine their reasoning carefully,Integrity_Analyst,0.5
62,behavioural_integrity,Behavioural Integrity & Consistency,"In high-performing teams, I value most:",False,0.5,integrity,validation,A,momentum and execution,Integrity_Driver,0.5
62,behavioural_integrity,Behavioural Integrity & Consistency,"In high-performing teams, I value most:",False,0.5,integrity,validation,B,inspiration and energy,Integrity_Influencer,0.5
62,behavioural_integrity,Behavioural Integrity & Consistency,"In high-performing teams, I value most:",False,0.5,integrity,validation,C,trust and cohesion,Integrity_Stabiliser,0.5
62,behavioural_integrity,Behavioural Integrity & Consistency,"In high-performing teams, I value most:",False,0.5,integrity,validation,D,precision and expertise,Integrity_Analyst,0.5
63,behavioural_integrity,Behavioural Integrity & Consistency,"If a project begins to drift, I prefer to:",True,0.5,integrity,reverse-scored control bias,A,take direct control of the situation,Integrity_Driver,0.5
63,behavioural_integrity,Behavioural Integrity & Consistency,"If a project begins to drift, I prefer to:",True,0.5,integrity,reverse-scored control bias,B,influence the team informally,Integrity_Influencer,0.5
63,behavioural_integrity,Behavioural Integrity & Consistency,"If a project begins to drift, I prefer to:",True,0.5,integrity,reverse-scored control bias,C,encourage collaboration,Integrity_Stabiliser,0.5
63,behavioural_integrity,Behavioural Integrity & Consistency,"If a project begins to drift, I prefer to:",True,0.5,integrity,reverse-scored control bias,D,improve the process or structure,Integrity_Analyst,0.5
64,behavioural_integrity,Behavioural Integrity & Consistency,"When evaluating a risky opportunity, I focus primarily on:",False,0.5,integrity,validation,A,potential upside,Integrity_Driver,0.5
64,behavioural_integrity,Behavioural Integrity & Consistency,"When evaluating a risky opportunity, I focus primarily on:",False,0.5,integrity,validation,B,the strategic story and support behind it,Integrity_Influencer,0.5
64,behavioural_integrity,Behavioural Integrity & Consistency,"When evaluating a risky opportunity, I focus primarily on:",False,0.5,integrity,validation,C,the impact on people and stability,Integrity_Stabiliser,0.5
64,behavioural_integrity,Behavioural Integrity & Consistency,"When evaluating a risky opportunity, I focus primarily on:",False,0.5,integrity,validation,D,evidence and probability,Integrity_Analyst,0.5
65,behavioural_integrity,Behavioural Integrity & Consistency,"If a team member disagrees with me privately, I am most likely to:",True,0.5,integrity,behavioural contradiction check,A,expect alignment with the decision,Integrity_Driver,0.5
65,behavioural_integrity,Behavioural Integrity & Consistency,"If a team member disagrees with me privately, I am most likely to:",True,0.5,integrity,behavioural contradiction check,B,try to win them over,Integrity_Influencer,0.5
65,behavioural_integrity,Behavioural Integrity & Consistency,"If a team member disagrees with me privately, I am most likely to:",True,0.5,integrity,behavioural contradiction check,C,explore their concerns,Integrity_Stabiliser,0.5
65,behavioural_integrity,Behavioural Integrity & Consistency,"If a team member disagrees with me privately, I am most likely to:",True,0.5,integrity,behavioural contradiction check,D,analyse the logic together,Integrity_Analyst,0.5
66,behavioural_integrity,Behavioural Integrity & Consistency,"When organisations grow quickly, they most often fail because:",False,0.5,integrity,validation,A,leadership loses control,Integrity_Driver,0.5
66,behavioural_integrity,Behavioural Integrity & Consistency,"When organisations grow quickly, they most often fail because:",False,0.5,integrity,validation,B,vision becomes diluted,Integrity_Influencer,0.5
66,behavioural_integrity,Behavioural Integrity & Consistency,"When organisations grow quickly, they most often fail because:",False,0.5,integrity,validation,C,culture becomes fragmented,Integrity_Stabiliser,0.5
66,behavioural_integrity,Behavioural Integrity & Consistency,"When organisations grow quickly, they most often fail because:",False,0.5,integrity,validation,D,systems fail to scale,Integrity_Analyst,0.5
67,behavioural_integrity,Behavioural Integrity & Consistency,"In emotionally charged environments, I tend to:",True,0.5,integrity,reverse-scored emotional response,A,become more forceful,Integrity_Driver,0.5
67,behavioural_integrity,Behavioural Integrity & Consistency,"In emotionally charged environments, I tend to:",True,0.5,integrity,reverse-scored emotional response,B,become more expressive,Integrity_Influencer,0.5
67,behavioural_integrity,Behavioural Integrity & Consistency,"In emotionally charged environments, I tend to:",True,0.5,integrity,reverse-scored emotional response,C,try to calm the situation,Integrity_Stabiliser,0.5
67,behavioural_integrity,Behavioural Integrity & Consistency,"In emotionally charged environments, I tend to:",True,0.5,integrity,reverse-scored emotional response,D,become more analytical,Integrity_Analyst,0.5
68,behavioural_integrity,Behavioural Integrity & Consistency,"In difficult conversations, I prioritise:",False,0.5,integrity,consistency check,A,directness,Integrity_Driver,0.5
68,behavioural_integrity,Behavioural Integrity & Consistency,"In difficult conversations, I prioritise:",False,0.5,integrity,consistency check,B,influence,Integrity_Influencer,0.5
68,behavioural_integrity,Behavioural Integrity & Consistency,"In difficult conversations, I prioritise:",False,0.5,integrity,consistency check,C,sensitivity,Integrity_Stabiliser,0.5
68,behavioural_integrity,Behavioural Integrity & Consistency,"In difficult conversations, I prioritise:",False,0.5,integrity,consistency check,D,accuracy,Integrity_Analyst,0.5
69,behavioural_integrity,Behavioural Integrity & Consistency,"When a decision proves wrong, I usually:",False,0.5,integrity,consistency check,A,correct course quickly,Integrity_Driver,0.5
69,behavioural_integrity,Behavioural Integrity & Consistency,"When a decision proves wrong, I usually:",False,0.5,integrity,consistency check,B,rebuild commitment and momentum,Integrity_Influencer,0.5
69,behavioural_integrity,Behavioural Integrity & Consistency,"When a decision proves wrong, I usually:",False,0.5,integrity,consistency check,C,maintain morale,Integrity_Stabiliser,0.5
69,behavioural_integrity,Behavioural Integrity & Consistency,"When a decision proves wrong, I usually:",False,0.5,integrity,consistency check,D,investigate root causes,Integrity_Analyst,0.5
70,behavioural_integrity,Behavioural Integrity & Consistency,"When joining a new organisation, I first try to understand:",False,0.5,integrity,self-awareness check,A,power and decision authority,Integrity_Driver,0.5
70,behavioural_integrity,Behavioural Integrity & Consistency,"When joining a new organisation, I first try to understand:",False,0.5,integrity,self-awareness check,B,informal influence networks,Integrity_Influencer,0.5
70,behavioural_integrity,Behavioural Integrity & Consistency,"When joining a new organisation, I first try to understand:",False,0.5,integrity,self-awareness check,C,social dynamics and trust,Integrity_Stabiliser,0.5
70,behavioural_integrity,Behavioural Integrity & Consistency,"When joining a new organisation, I first try to understand:",False,0.5,integrity,self-awareness check,D,systems and processes,Integrity_Analyst,0.5
71,behavioural_integrity,Behavioural Integrity & Consistency,My leadership impact is strongest when I:,False,0.5,integrity,self-awareness check,A,drive performance,Integrity_Driver,0.5
71,behavioural_integrity,Behavioural Integrity & Consistency,My leadership impact is strongest when I:,False,0.5,integrity,self-awareness check,B,inspire confidence,Integrity_Influencer,0.5
71,behavioural_integrity,Behavioural Integrity & Consistency,My leadership impact is strongest when I:,False,0.5,integrity,self-awareness check,C,build stability,Integrity_Stabiliser,0.5
71,behavioural_integrity,Behavioural Integrity & Consistency,My leadership impact is strongest when I:,False,0.5,integrity,self-awareness check,D,provide expertise,Integrity_Analyst,0.5
72,behavioural_integrity,Behavioural Integrity & Consistency,"When faced with conflicting priorities, I typically:",False,0.5,integrity,validation,A,choose the fastest path forward,Integrity_Driver,0.5
72,behavioural_integrity,Behavioural Integrity & Consistency,"When faced with conflicting priorities, I typically:",False,0.5,integrity,validation,B,align stakeholders first,Integrity_Influencer,0.5
72,behavioural_integrity,Behavioural Integrity & Consistency,"When faced with conflicting priorities, I typically:",False,0.5,integrity,validation,C,seek consensus,Integrity_Stabiliser,0.5
72,behavioural_integrity,Behavioural Integrity & Consistency,"When faced with conflicting priorities, I typically:",False,0.5,integrity,validation,D,analyse implications,Integrity_Analyst,0.5
73,behavioural_integrity,Behavioural Integrity & Consistency,Uncertainty in organisations usually signals:,True,0.5,integrity,reverse-scored risk perception,A,opportunity,Integrity_Driver,0.5
73,behavioural_integrity,Behavioural Integrity & Consistency,Uncertainty in organisations usually signals:,True,0.5,integrity,reverse-scored risk perception,B,energy and movement,Integrity_Influencer,0.5
73,behavioural_integrity,Behavioural Integrity & Consistency,Uncertainty in organisations usually signals:,True,0.5,integrity,reverse-scored risk perception,C,instability,Integrity_Stabiliser,0.5
73,behavioural_integrity,Behavioural Integrity & Consistency,Uncertainty in organisations usually signals:,True,0.5,integrity,reverse-scored risk perception,D,complexity,Integrity_Analyst,0.5
74,behavioural_integrity,Behavioural Integrity & Consistency,The most damaging leadership behaviour is:,True,0.5,integrity,behavioural tension,A,indecision,Integrity_Driver,0.5
74,behavioural_integrity,Behavioural Integrity & Consistency,The most damaging leadership behaviour is:,True,0.5,integrity,behavioural tension,B,self-focused leadership,Integrity_Influencer,0.5
74,behavioural_integrity,Behavioural Integrity & Consistency,The most damaging leadership behaviour is:,True,0.5,integrity,behavioural tension,C,disconnection from people,Integrity_Stabiliser,0.5
74,behavioural_integrity,Behavioural Integrity & Consistency,The most damaging leadership behaviour is:,True,0.5,integrity,behavioural tension,D,poor judgement,Integrity_Analyst,0.5
75,behavioural_integrity,Behavioural Integrity & Consistency,"When results matter most, I tend to:",False,0.5,integrity,validation,A,increase pressure,Integrity_Driver,0.5
75,behavioural_integrity,Behavioural Integrity & Consistency,"When results matter most, I tend to:",False,0.5,integrity,validation,B,increase communication,Integrity_Influencer,0.5
75,behavioural_integrity,Behavioural Integrity & Consistency,"When results matter most, I tend to:",False,0.5,integrity,validation,C,increase support,Integrity_Stabiliser,0.5
75,behavioural_integrity,Behavioural Integrity & Consistency,"When results matter most, I tend to:",False,0.5,integrity,validation,D,increase analysis,Integrity_Analyst,0.5
76,behavioural_integrity,Behavioural Integrity & Consistency,The best leaders create organisations that are:,False,0.5,integrity,validation,A,competitive and high-performing,Integrity_Driver,0.5
76,behavioural_integrity,Behavioural Integrity & Consistency,The best leaders create organisations that are:,False,0.5,integrity,validation,B,inspired and future-focused,Integrity_Influencer,0.5
76,behavioural_integrity,Behavioural Integrity & Consistency,The best leaders create organisations that are:,False,0.5,integrity,validation,C,cohesive and supportive,Integrity_Stabiliser,0.5
76,behavioural_integrity,Behavioural Integrity & Consistency,The best leaders create organisations that are:,False,0.5,integrity,validation,D,systematically effective,Integrity_Analyst,0.5
77,behavioural_integrity,Behavioural Integrity & Consistency,"If data contradicts my intuition, I usually:",True,0.5,integrity,integrity cross-check,A,back my instinct unless the gap is significant,Integrity_Driver,0.5
77,behavioural_integrity,Behavioural Integrity & Consistency,"If data contradicts my intuition, I usually:",True,0.5,integrity,integrity cross-check,B,seek additional perspectives,Integrity_Influencer,0.5
77,behavioural_integrity,Behavioural Integrity & Consistency,"If data contradicts my intuition, I usually:",True,0.5,integrity,integrity cross-check,C,reflect carefully before changing course,Integrity_Stabiliser,0.5
77,behavioural_integrity,Behavioural Integrity & Consistency,"If data contradicts my intuition, I usually:",True,0.5,integrity,integrity cross-check,D,follow the evidence,Integrity_Analyst,0.5
78,behavioural_integrity,Behavioural Integrity & Consistency,"In organisational change, my first instinct is to:",False,0.5,integrity,culture tension mapping,A,drive transformation quickly,Integrity_Driver,0.5
78,behavioural_integrity,Behavioural Integrity & Consistency,"In organisational change, my first instinct is to:",False,0.5,integrity,culture tension mapping,B,communicate the vision,Integrity_Influencer,0.5
78,behavioural_integrity,Behavioural Integrity & Consistency,"In organisational change, my first instinct is to:",False,0.5,integrity,culture tension mapping,C,protect stability,Integrity_Stabiliser,0.5
78,behavioural_integrity,Behavioural Integrity & Consistency,"In organisational change, my first instinct is to:",False,0.5,integrity,culture tension mapping,D,design the transition carefully,Integrity_Analyst,0.5
79,behavioural_integrity,Behavioural Integrity & Consistency,I perform best in organisations that reward:,False,0.5,integrity,culture tension mapping,A,strong results,Integrity_Driver,0.5
79,behavioural_integrity,Behavioural Integrity & Consistency,I perform best in organisations that reward:,False,0.5,integrity,culture tension mapping,B,visible contribution,Integrity_Influencer,0.5
79,behavioural_integrity,Behavioural Integrity & Consistency,I perform best in organisations that reward:,False,0.5,integrity,culture tension mapping,C,commitment and loyalty,Integrity_Stabiliser,0.5
79,behavioural_integrity,Behavioural Integrity & Consistency,I perform best in organisations that reward:,False,0.5,integrity,culture tension mapping,D,capability and judgement,Integrity_Analyst,0.5
80,behavioural_integrity,Behavioural Integrity & Consistency,"When evaluating other people's performance, I value most:",False,0.5,integrity,final validation signal,A,results delivered,Integrity_Driver,0.5
80,behavioural_integrity,Behavioural Integrity & Consistency,"When evaluating other people's performance, I value most:",False,0.5,integrity,final validation signal,B,influence created,Integrity_Influencer,0.5
80,behavioural_integrity,Behavioural Integrity & Consistency,"When evaluating other people's performance, I value most:",False,0.5,integrity,final validation signal,C,relationships maintained,Integrity_Stabiliser,0.5
80,behavioural_integrity,Behavioural Integrity & Consistency,"When evaluating other people's performance, I value most:",False,0.5,integrity,final validation signal,D,quality of thinking,Integrity_Analyst,0.5
